country,date,Renewable Energy Consumption (TJ)
Greece,2016,
Greece,2015,112744.2
Greece,2014,99323.25
Greece,2013,99687.37
Greece,2012,94858.53
Greece,2011,84165.89
Greece,2010,85083.18
Greece,2009,73483.44
Greece,2008,68754.46
Greece,2007,69486.73
Greece,2006,70386.65
