country,date,Renewable Energy Consumption (TJ)
Portugal,2016,
Portugal,2015,169816.1
Portugal,2014,188091.1
Portugal,2013,187809.8
Portugal,2012,161008.0
Portugal,2011,186850.7
Portugal,2010,200638.4
Portugal,2009,181026.2
Portugal,2008,170115.3
Portugal,2007,175078.2
Portugal,2006,165242.4
