country,date,Renewable Energy Consumption (TJ)
Cyprus,2016,
Cyprus,2015,5857.732
Cyprus,2014,5354.086
Cyprus,2013,5408.722
Cyprus,2012,5158.298
Cyprus,2011,4963.243
Cyprus,2010,4337.858
Cyprus,2009,4115.49
Cyprus,2008,3814.927
Cyprus,2007,2943.415
Cyprus,2006,2262.842
