country,date,Renewable Energy Consumption (TJ)
Finland,2016,
Finland,2015,418361.2
Finland,2014,405406.3
Finland,2013,380913.6
Finland,2012,391897.7
Finland,2011,352610.7
Finland,2010,354714.0
Finland,2009,313251.8
Finland,2008,355844.6
Finland,2007,337542.7
Finland,2006,331943.0
