country,date,Renewable Energy Consumption (TJ)
Italy,2016,
Italy,2015,778697.1
Italy,2014,782684.4
Italy,2013,783549.1
Italy,2012,708149.9
Italy,2011,591321.2
Italy,2010,665169.0
Italy,2009,642121.3
Italy,2008,587284.9
Italy,2007,474291.2
Italy,2006,411530.8
