country,date,Renewable Energy Consumption (TJ)
Spain,2016,
Spain,2015,513540.8
Spain,2014,541486.8
Spain,2013,539846.5
Spain,2012,519522.5
Spain,2011,506659.2
Spain,2010,513546.1
Spain,2009,428621.4
Spain,2008,368151.7
Spain,2007,353515.9
Spain,2006,324023.2
