country,date,Renewable Energy Consumption (TJ)
United Kingdom,2016,
United Kingdom,2015,429157.5
United Kingdom,2014,358785.1
United Kingdom,2013,309751.8
United Kingdom,2012,243652.1
United Kingdom,2011,218559.6
United Kingdom,2010,198481.1
United Kingdom,2009,175739.7
United Kingdom,2008,155496.3
United Kingdom,2007,102465.0
United Kingdom,2006,87957.64
