country,date,Renewable Energy Consumption (TJ)
Belgium,2016,
Belgium,2015,128345.2
Belgium,2014,120885.3
Belgium,2013,116093.9
Belgium,2012,106269.8
Belgium,2011,89948.52
Belgium,2010,86011.18
Belgium,2009,66733.06
Belgium,2008,56267.56
Belgium,2007,46372.26
Belgium,2006,40459.49
