country,date,Renewable Energy Consumption (TJ)
Croatia,2016,
Croatia,2015,89589.79
Croatia,2014,86063.93
Croatia,2013,88538.09
Croatia,2012,80441.68
Croatia,2011,77919.73
Croatia,2010,88498.82
Croatia,2009,80443.4
Croatia,2008,73650.5
Croatia,2007,68143.04
Croatia,2006,76442.11
