country,date,Renewable Energy Consumption (TJ)
Bulgaria,2016,
Bulgaria,2015,69034.96
Bulgaria,2014,62885.92
Bulgaria,2013,65572.01
Bulgaria,2012,59904.57
Bulgaria,2011,50584.8
Bulgaria,2010,52298.05
Bulgaria,2009,41298.57
Bulgaria,2008,40042.6
Bulgaria,2007,36455.06
Bulgaria,2006,41558.91
