country,date,Renewable Energy Consumption (TJ)
Ireland,2016,
Ireland,2015,39051.66
Ireland,2014,35406.03
Ireland,2013,30991.7
Ireland,2012,27549.99
Ireland,2011,28385.35
Ireland,2010,24506.98
Ireland,2009,24565.38
Ireland,2008,21276.19
Ireland,2007,18104.71
Ireland,2006,16449.65
