country,date,Renewable Energy Consumption (TJ)
Latvia,2016,
Latvia,2015,58759.11
Latvia,2014,63668.66
Latvia,2013,61929.04
Latvia,2012,66105.85
Latvia,2011,55857.22
Latvia,2010,55426.17
Latvia,2009,63333.61
Latvia,2008,57299.77
Latvia,2007,59238.46
Latvia,2006,58798.35
