country,date,Renewable Energy Consumption (TJ)
Netherlands,2016,
Netherlands,2015,107380.2
Netherlands,2014,100912.6
Netherlands,2013,98861.53
Netherlands,2012,97473.33
Netherlands,2011,92264.89
Netherlands,2010,82182.62
Netherlands,2009,87267.63
Netherlands,2008,81354.52
Netherlands,2007,74957.87
Netherlands,2006,64827.37
