country,date,Renewable Energy Consumption (TJ)
Poland,2016,
Poland,2015,302285.7
Poland,2014,290342.5
Poland,2013,295061.8
Poland,2012,287378.6
Poland,2011,276416.4
Poland,2010,257873.1
Poland,2009,223113.7
Poland,2008,204127.2
Poland,2007,182391.7
Poland,2006,179586.8
