country,date,Renewable Energy Consumption (TJ)
Austria,2016,
Austria,2015,362355.8
Austria,2014,363442.2
Austria,2013,373423.7
Austria,2012,349194.5
Austria,2011,323991.8
Austria,2010,332971.5
Austria,2009,314198.5
Austria,2008,312020.0
Austria,2007,301383.0
Austria,2006,280593.0
