country,date,Renewable Energy Consumption (TJ)
Germany,2016,
Germany,2015,1183042.0
Germany,2014,1087820.0
Germany,2013,1030489.0
Germany,2012,997310.0
Germany,2011,935657.0
Germany,2010,889170.7
Germany,2009,781838.3
Germany,2008,734775.9
Germany,2007,775851.8
Germany,2006,683859.3
